131072
0,3.708290e+003
1,3.718499e+003
2,3.716409e+003
3,3.702029e+003
4,3.675436e+003
5,3.636779e+003
6,3.586275e+003
7,3.524207e+003
8,3.450924e+003
9,3.366839e+003
10,3.272424e+003
11,3.168208e+003
12,3.054776e+003
13,2.932760e+003
14,2.802838e+003
15,2.665732e+003
16,2.522196e+003
17,2.373018e+003
18,2.219013e+003
19,2.061014e+003
20,1.899873e+003
21,1.736449e+003
22,1.571608e+003
23,1.406212e+003
24,1.241119e+003
25,1.077174e+003
26,9.152040e+002
27,7.560144e+002
28,6.003827e+002
29,4.490542e+002
30,3.027375e+002
31,1.621003e+002
32,2.776539e+001
33,-9.969296e+001
34,-2.197519e+002
35,-3.319432e+002
36,-4.358552e+002
37,-5.311353e+002
38,-6.174912e+002
39,-6.946922e+002
40,-7.625698e+002
41,-8.210180e+002
42,-8.699932e+002
43,-9.095133e+002
44,-9.396572e+002
45,-9.605629e+002
46,-9.724256e+002
47,-9.754960e+002
48,-9.700770e+002
49,-9.565213e+002
50,-9.352280e+002
51,-9.066388e+002
52,-8.712347e+002
53,-8.295315e+002
54,-7.820757e+002
55,-7.294403e+002
56,-6.722199e+002
57,-6.110266e+002
58,-5.464848e+002
59,-4.792268e+002
60,-4.098879e+002
61,-3.391018e+002
62,-2.674964e+002
63,-1.956886e+002
64,-1.242806e+002
65,-5.385560e+001
66,1.502638e+001
67,8.183191e+001
68,1.460577e+002
69,2.072340e+002
70,2.649269e+002
71,3.187416e+002
72,3.683240e+002
73,4.133631e+002
74,4.535921e+002
75,4.887898e+002
76,5.187814e+002
77,5.434386e+002
78,5.626801e+002
79,5.764710e+002
80,5.848222e+002
81,5.877894e+002
82,5.854718e+002
83,5.780103e+002
84,5.655856e+002
85,5.484161e+002
86,5.267553e+002
87,5.008889e+002
88,4.711319e+002
89,4.378258e+002
90,4.013349e+002
91,3.620430e+002
92,3.203500e+002
93,2.766679e+002
94,2.314179e+002
95,1.850260e+002
96,1.379197e+002
97,9.052446e+001
98,4.326012e+001
99,-3.462551e+000
100,-4.924508e+001
101,-9.370441e+001
102,-1.364759e+002
103,-1.772160e+002
104,-2.156049e+002
105,-2.513486e+002
106,-2.841813e+002
107,-3.138669e+002
108,-3.402006e+002
109,-3.630100e+002
110,-3.821563e+002
111,-3.975349e+002
112,-4.090753e+002
113,-4.167417e+002
114,-4.205325e+002
115,-4.204797e+002
116,-4.166484e+002
117,-4.091355e+002
118,-3.980681e+002
119,-3.836026e+002
120,-3.659225e+002
121,-3.452364e+002
122,-3.217759e+002
123,-2.957932e+002
124,-2.675588e+002
125,-2.373587e+002
126,-2.054919e+002
127,-1.722672e+002
128,-1.380011e+002
129,-1.030141e+002
130,-6.762859e+001
131,-3.216560e+001
132,3.057808e+000
133,3.773127e+001
134,7.155374e+001
135,1.042359e+002
136,1.355028e+002
137,1.650955e+002
138,1.927738e+002
139,2.183175e+002
140,2.415284e+002
141,2.622316e+002
142,2.802768e+002
143,2.955392e+002
144,3.079203e+002
145,3.173485e+002
146,3.237790e+002
147,3.271947e+002
148,3.276049e+002
149,3.250457e+002
150,3.195791e+002
151,3.112921e+002
152,3.002953e+002
153,2.867225e+002
154,2.707282e+002
155,2.524868e+002
156,2.321904e+002
157,2.100470e+002
158,1.862783e+002
159,1.611181e+002
160,1.348094e+002
161,1.076027e+002
162,7.975339e+001
163,5.151947e+001
164,2.315940e+001
165,-5.070338e+000
166,-3.291745e+001
167,-6.013600e+001
168,-8.648854e+001
169,-1.117481e+002
170,-1.357001e+002
171,-1.581440e+002
172,-1.788952e+002
173,-1.977861e+002
174,-2.146679e+002
175,-2.294111e+002
176,-2.419071e+002
177,-2.520684e+002
178,-2.598294e+002
179,-2.651468e+002
180,-2.679994e+002
181,-2.683886e+002
182,-2.663378e+002
183,-2.618918e+002
184,-2.551165e+002
185,-2.460982e+002
186,-2.349421e+002
187,-2.217716e+002
188,-2.067267e+002
189,-1.899631e+002
190,-1.716501e+002
191,-1.519691e+002
192,-1.311120e+002
193,-1.092793e+002
194,-8.667830e+001
195,-6.352096e+001
196,-4.002220e+001
197,-1.639783e+001
198,7.137359e+000
199,3.037151e+001
200,5.309755e+001
201,7.511504e+001
202,9.623183e+001
203,1.162658e+002
204,1.350462e+002
205,1.524154e+002
206,1.682299e+002
207,1.823616e+002
208,1.946985e+002
209,2.051463e+002
210,2.136282e+002
211,2.200861e+002
212,2.244804e+002
213,2.267907e+002
214,2.270155e+002
215,2.251720e+002
216,2.212962e+002
217,2.154416e+002
218,2.076796e+002
219,1.980977e+002
220,1.867993e+002
221,1.739024e+002
222,1.595380e+002
223,1.438496e+002
224,1.269911e+002
225,1.091259e+002
226,9.042468e+001
227,7.106445e+001
228,5.122654e+001
229,3.109503e+001
230,1.085507e+001
231,-9.308806e+000
232,-2.921432e+001
233,-4.868309e+001
234,-6.754217e+001
235,-8.562562e+001
236,-1.027759e+002
237,-1.188451e+002
238,-1.336966e+002
239,-1.472056e+002
240,-1.592607e+002
241,-1.697645e+002
242,-1.786343e+002
243,-1.858031e+002
244,-1.912196e+002
245,-1.948489e+002
246,-1.966725e+002
247,-1.966884e+002
248,-1.949111e+002
249,-1.913710e+002
250,-1.861143e+002
251,-1.792024e+002
252,-1.707111e+002
253,-1.607302e+002
254,-1.493618e+002
255,-1.367203e+002
256,-1.229303e+002
257,-1.081260e+002
258,-9.244994e+001
259,-7.605118e+001
260,-5.908433e+001
261,-4.170794e+001
262,-2.408307e+001
263,-6.371811e+000
264,1.126417e+001
265,2.866512e+001
266,4.567460e+001
267,6.214089e+001
268,7.791831e+001
269,9.286851e+001
270,1.068617e+002
271,1.197776e+002
272,1.315067e+002
273,1.419510e+002
274,1.510248e+002
275,1.586557e+002
276,1.647846e+002
277,1.693666e+002
278,1.723712e+002
279,1.737822e+002
280,1.735983e+002
281,1.718324e+002
282,1.685119e+002
283,1.636779e+002
284,1.573851e+002
285,1.497009e+002
286,1.407051e+002
287,1.304886e+002
288,1.191529e+002
289,1.068090e+002
290,9.357602e+001
291,7.958068e+001
292,6.495557e+001
293,4.983811e+001
294,3.436930e+001
295,1.869234e+001
296,2.951375e+000
297,-1.270984e+001
298,-2.814925e+001
299,-4.322774e+001
300,-5.781042e+001
301,-7.176779e+001
302,-8.497689e+001
303,-9.732237e+001
304,-1.086975e+002
305,-1.190050e+002
306,-1.281581e+002
307,-1.360808e+002
308,-1.427090e+002
309,-1.479908e+002
310,-1.518868e+002
311,-1.543703e+002
312,-1.554279e+002
313,-1.550591e+002
314,-1.532763e+002
315,-1.501047e+002
316,-1.455823e+002
317,-1.397586e+002
318,-1.326950e+002
319,-1.244637e+002
320,-1.151470e+002
321,-1.048366e+002
322,-9.363284e+001
323,-8.164326e+001
324,-6.898208e+001
325,-5.576886e+001
326,-4.212749e+001
327,-2.818497e+001
328,-1.407027e+001
329,8.685017e-002
330,1.415704e+001
331,2.801252e+001
332,4.152824e+001
333,5.458297e+001
334,6.706042e+001
335,7.885026e+001
336,8.984905e+001
337,9.996119e+001
338,1.090997e+002
339,1.171870e+002
340,1.241554e+002
341,1.299481e+002
342,1.345190e+002
343,1.378337e+002
344,1.398691e+002
345,1.406141e+002
346,1.400695e+002
